id	name	parent_id	parentName	catamiPath	isLeaf	header	vernacularName	scientificName	taxonRank	verbatimIdentification	identificationQualifier	confidence	mappingBasis	color	label_tree_id	source_id
376531	Wavy casts	376528	Waste casts	Biota > Bioturbation > Waste casts > Wavy casts	True					Wavy casts		unmapped / descriptive	CATAMI label only	a520f0	2564	
376209	Brachiopods	376199	Biota	Biota > Brachiopods	True					Brachiopods		unmapped / descriptive	CATAMI label only	2925e9	2564	
376213	Branching	376335	Hard	Biota > Bryozoa > Hard > Branching	True					Branching		unmapped / descriptive	CATAMI label only	9748f6	2564	
376296	Encrusting	376335	Hard	Biota > Bryozoa > Hard > Encrusting	True					Encrusting		unmapped / descriptive	CATAMI label only	935af2	2564	
376303	Fenestrate	376335	Hard	Biota > Bryozoa > Hard > Fenestrate	True					Fenestrate		unmapped / descriptive	CATAMI label only	ef9448	2564	
376371	Massive	376335	Hard	Biota > Bryozoa > Hard > Massive	True					Massive		unmapped / descriptive	CATAMI label only	195cf0	2564	
376279	Dendroid	376477	Soft	Biota > Bryozoa > Soft > Dendroid	True					Dendroid		unmapped / descriptive	CATAMI label only	d12deb	2564	
376315	Foliaceous	376477	Soft	Biota > Bryozoa > Soft > Foliaceous	True					Foliaceous		unmapped / descriptive	CATAMI label only	e7c71d	2564	
376255	Corallimorphs	376247	Colonial anemones	Biota > Cnidaria > Colonial anemones > Corallimorphs	True					Corallimorphs		unmapped / descriptive	CATAMI label only	23ee58	2564	
376541	Zoanthids	376247	Colonial anemones	Biota > Cnidaria > Colonial anemones > Zoanthids	True					Zoanthids		unmapped / descriptive	CATAMI label only	f26eb0	2564	
376204	Blue coral (Heliopora)	376203	Black & Octocorals	Biota > Cnidaria > Corals > Black & Octocorals > Blue coral (Heliopora)	True					Blue coral (Heliopora)		unmapped / descriptive	CATAMI label only	a258f4	2564	
376176	Arborescent	376313	Fleshy	Biota > Cnidaria > Corals > Black & Octocorals > Branching (3D) > Fleshy > Arborescent	True					Arborescent		unmapped / descriptive	CATAMI label only	f66bb8	2564	
376383	Mushroom	376313	Fleshy	Biota > Cnidaria > Corals > Black & Octocorals > Branching (3D) > Fleshy > Mushroom	True					Mushroom		unmapped / descriptive	CATAMI label only	0cedb1	2564	
376177	Arborescent	376390	Non-fleshy	Biota > Cnidaria > Corals > Black & Octocorals > Branching (3D) > Non-fleshy > Arborescent	True					Arborescent		unmapped / descriptive	CATAMI label only	e9190e	2564	
376249	Complex	376206	Bottle-brush	Biota > Cnidaria > Corals > Black & Octocorals > Branching (3D) > Non-fleshy > Bottle-brush > Complex	True					Complex		unmapped / descriptive	CATAMI label only	e3e824	2564	
376461	Simple	376206	Bottle-brush	Biota > Cnidaria > Corals > Black & Octocorals > Branching (3D) > Non-fleshy > Bottle-brush > Simple	True					Simple		unmapped / descriptive	CATAMI label only	ee160b	2564	
376232	Bushy	376390	Non-fleshy	Biota > Cnidaria > Corals > Black & Octocorals > Branching (3D) > Non-fleshy > Bushy	True					Bushy		unmapped / descriptive	CATAMI label only	48f01a	2564	
376293	Encrusting	376203	Black & Octocorals	Biota > Cnidaria > Corals > Black & Octocorals > Encrusting	True					Encrusting		unmapped / descriptive	CATAMI label only	da04e7	2564	
376250	Complex	376305	Fern-frond	Biota > Cnidaria > Corals > Black & Octocorals > Fan (2D) > Fern-frond > Complex	True					Complex		unmapped / descriptive	CATAMI label only	0733f5	2564	
376462	Simple	376305	Fern-frond	Biota > Cnidaria > Corals > Black & Octocorals > Fan (2D) > Fern-frond > Simple	True					Simple		unmapped / descriptive	CATAMI label only	f165cd	2564	
376445	Rigid	376301	Fan (2D)	Biota > Cnidaria > Corals > Black & Octocorals > Fan (2D) > Rigid	True					Rigid		unmapped / descriptive	CATAMI label only	5dfd69	2564	
376373	Massive soft corals	376203	Black & Octocorals	Biota > Cnidaria > Corals > Black & Octocorals > Massive soft corals	True					Massive soft corals		unmapped / descriptive	CATAMI label only	e96467	2564	
376399	Organ pipe coral (Tubipora)	376203	Black & Octocorals	Biota > Cnidaria > Corals > Black & Octocorals > Organ pipe coral (Tubipora)	True					Organ pipe coral (Tubipora)		unmapped / descriptive	CATAMI label only	fb23b3	2564	
376426	Quill (seapen)	376203	Black & Octocorals	Biota > Cnidaria > Corals > Black & Octocorals > Quill (seapen)	True					Quill (seapen)		unmapped / descriptive	CATAMI label only	6573f1	2564	
376532	Whip	376203	Black & Octocorals	Biota > Cnidaria > Corals > Black & Octocorals > Whip	True					Whip		unmapped / descriptive	CATAMI label only	91f71a	2564	
376207	Bottlebrush	376495	Stony corals	Biota > Cnidaria > Corals > Stony corals > Bottlebrush	True					Bottlebrush		unmapped / descriptive	CATAMI label only	6af1df	2564	
376211	Branching	376495	Stony corals	Biota > Cnidaria > Corals > Stony corals > Branching	True					Branching		unmapped / descriptive	CATAMI label only	04d7fd	2564	
376248	Columnar	376495	Stony corals	Biota > Cnidaria > Corals > Stony corals > Columnar	True					Columnar		unmapped / descriptive	CATAMI label only	efe25f	2564	
376257	Corymbose	376495	Stony corals	Biota > Cnidaria > Corals > Stony corals > Corymbose	True					Corymbose		unmapped / descriptive	CATAMI label only	f6222e	2564	
376282	Digitate	376495	Stony corals	Biota > Cnidaria > Corals > Stony corals > Digitate	True					Digitate		unmapped / descriptive	CATAMI label only	42e6c2	2564	
376294	Encrusting	376495	Stony corals	Biota > Cnidaria > Corals > Stony corals > Encrusting	True					Encrusting		unmapped / descriptive	CATAMI label only	72ecbd	2564	
376316	Foliose / plate	376495	Stony corals	Biota > Cnidaria > Corals > Stony corals > Foliose / plate	True					Foliose / plate		unmapped / descriptive	CATAMI label only	3f54f6	2564	
376370	Massive	376495	Stony corals	Biota > Cnidaria > Corals > Stony corals > Massive	True					Massive		unmapped / descriptive	CATAMI label only	eac716	2564	
376186	Attached	376480	Solitary	Biota > Cnidaria > Corals > Stony corals > Solitary > Attached	True					Attached		unmapped / descriptive	CATAMI label only	21f68d	2564	
376319	Free-living	376480	Solitary	Biota > Cnidaria > Corals > Stony corals > Solitary > Free-living	True					Free-living		unmapped / descriptive	CATAMI label only	c3f151	2564	
376384	Mushroom (Fungiidae)	376480	Solitary	Biota > Cnidaria > Corals > Stony corals > Solitary > Mushroom (Fungiidae)	True					Mushroom (Fungiidae)		unmapped / descriptive	CATAMI label only	e8663e	2564	
376489	Staghorn	376495	Stony corals	Biota > Cnidaria > Corals > Stony corals > Staghorn	True					Staghorn		unmapped / descriptive	CATAMI label only	bc6cee	2564	
376497	Sub-massive	376495	Stony corals	Biota > Cnidaria > Corals > Stony corals > Sub-massive	True					Sub-massive		unmapped / descriptive	CATAMI label only	3460f1	2564	
376503	Tabulate	376495	Stony corals	Biota > Cnidaria > Corals > Stony corals > Tabulate	True					Tabulate		unmapped / descriptive	CATAMI label only	eb58a6	2564	
376212	Branching	376345	Hydrocorals	Biota > Cnidaria > Hydrocorals > Branching	True					Branching		unmapped / descriptive	CATAMI label only	eb23bd	2564	
376498	Submassive / encrusting	376345	Hydrocorals	Biota > Cnidaria > Hydrocorals > Submassive / encrusting	True					Submassive / encrusting		unmapped / descriptive	CATAMI label only	7110fb	2564	
376346	Hydroids	376241	Cnidaria	Biota > Cnidaria > Hydroids	True					Hydroids		unmapped / descriptive	CATAMI label only	42f36c	2564	
376314	Flytrap	376509	True anemones	Biota > Cnidaria > True anemones > Flytrap	True					Flytrap		unmapped / descriptive	CATAMI label only	f26a85	2564	
376317	Fourlobed	376509	True anemones	Biota > Cnidaria > True anemones > Fourlobed	True					Fourlobed		unmapped / descriptive	CATAMI label only	15e6aa	2564	
376396	orange_anemone_msp1	376403	Other anemones	Biota > Cnidaria > True anemones > Other anemones > orange_anemone_msp1	True	orange_anemone_msp1	orange anemone	Actiniaria	order	orange anemone morphotype 1		high	Table S1 says anemones	f29a02	2564	
376538	yellow_anemone_msp2	376403	Other anemones	Biota > Cnidaria > True anemones > Other anemones > yellow_anemone_msp2	True	yellow_anemone_msp2	yellow anemone	Actiniaria	order	yellow anemone morphotype 2		high	header only	b2f202	2564	
376513	Tube anemones	376241	Cnidaria	Biota > Cnidaria > Tube anemones	True					Tube anemones		unmapped / descriptive	CATAMI label only	ec42b8	2564	
376174	Acorn	376191	Barnacles	Biota > Crustacea > Barnacles > Acorn	True					Acorn		unmapped / descriptive	CATAMI label only	e70411	2564	
376490	Stalked	376191	Barnacles	Biota > Crustacea > Barnacles > Stalked	True					Stalked		unmapped / descriptive	CATAMI label only	ede15f	2564	
376352	King crabs	376261	Crabs	Biota > Crustacea > Crabs > King crabs	True					King crabs		unmapped / descriptive	CATAMI label only	1a9afb	2564	
376423	Porcelain crabs	376261	Crabs	Biota > Crustacea > Crabs > Porcelain crabs	True					Porcelain crabs		unmapped / descriptive	CATAMI label only	46baf9	2564	
376510	True crabs	376261	Crabs	Biota > Crustacea > Crabs > True crabs	True					True crabs		unmapped / descriptive	CATAMI label only	16fa4b	2564	
376534	With anemones	376336	Hermit crabs	Biota > Crustacea > Hermit crabs > With anemones	True					With anemones		unmapped / descriptive	CATAMI label only	1864f0	2564	
376535	With shell or stone home	376336	Hermit crabs	Biota > Crustacea > Hermit crabs > With shell or stone home	True					With shell or stone home		unmapped / descriptive	CATAMI label only	fe09f5	2564	
376324	glyptonotus_antarcticus	376350	Isopods	Biota > Crustacea > Isopods > glyptonotus_antarcticus	True					glyptonotus_antarcticus		unmapped / descriptive	CATAMI label only	ed0c0c	2564	
376449	Rock lobsters	376364	Lobsters	Biota > Crustacea > Lobsters > Rock lobsters	True					Rock lobsters		unmapped / descriptive	CATAMI label only	619cee	2564	
376471	Slipper lobsters / bugs	376364	Lobsters	Biota > Crustacea > Lobsters > Slipper lobsters / bugs	True					Slipper lobsters / bugs		unmapped / descriptive	CATAMI label only	e66021	2564	
376487	Squat lobsters	376364	Lobsters	Biota > Crustacea > Lobsters > Squat lobsters	True					Squat lobsters		unmapped / descriptive	CATAMI label only	32e7f1	2564	
376512	True lobsters	376364	Lobsters	Biota > Crustacea > Lobsters > True lobsters	True					True lobsters		unmapped / descriptive	CATAMI label only	2ee9df	2564	
376424	Prawns / shrimps / mysids	376269	Crustacea	Biota > Crustacea > Prawns / shrimps / mysids	True					Prawns / shrimps / mysids		unmapped / descriptive	CATAMI label only	38efac	2564	
376189	banana_star_msp7	376185	Asteroidea	Biota > Echinoderms > Asteroidea > banana_star_msp7	True	banana_star_msp7	banana star morphotype 7	Asteroidea	class	banana_star_msp7		high	header only	fdf5a0	2564	
376197	big_spotted_star_msp14	376185	Asteroidea	Biota > Echinoderms > Asteroidea > big_spotted_star_msp14	True	big_spotted_star_msp14	big spotted star morphotype 14	Asteroidea	class	big_spotted_star_msp14		high	header only	f93434	2564	
376228	brown_star_msp9	376185	Asteroidea	Biota > Echinoderms > Asteroidea > brown_star_msp9	True	brown_star_msp9	brown star morphotype 9	Asteroidea	class	brown_star_msp9		high	header only	612700	2564	
376234	carrot_star_msp4	376185	Asteroidea	Biota > Echinoderms > Asteroidea > carrot_star_msp4	True	carrot_star_msp4	carrot star morphotype 4	Asteroidea	class	carrot_star_msp4		high	header only	f98133	2564	
376238	chunky_orange_star_msp16	376185	Asteroidea	Biota > Echinoderms > Asteroidea > chunky_orange_star_msp16	True	chunky_orange_star_msp16	chunky orange star morphotype 16	Asteroidea	class	chunky_orange_star_msp16		high	header only	f98133	2564	
376239	chunky_star_msp11	376185	Asteroidea	Biota > Echinoderms > Asteroidea > chunky_star_msp11	True	chunky_star_msp11	chunky star morphotype 11	Asteroidea	class	chunky_star_msp11		high	header only	ffeb0f	2564	
376321	glitter_star_msp3	376185	Asteroidea	Biota > Echinoderms > Asteroidea > glitter_star_msp3	True	glitter_star_msp3	glitter star morphotype 3	Asteroidea	class	glitter_star_msp3		high	header only	ffffff	2564	
376361	light_brown_star_msp15	376185	Asteroidea	Biota > Echinoderms > Asteroidea > light_brown_star_msp15	True	light_brown_star_msp15	light brown star morphotype 15	Asteroidea	class	light_brown_star_msp15		high	header only	34adf9	2564	
376375	medium_yellow_star_msp13	376185	Asteroidea	Biota > Echinoderms > Asteroidea > medium_yellow_star_msp13	True	medium_yellow_star_msp13	medium yellow star morphotype 13	Asteroidea	class	medium_yellow_star_msp13		high	header only	f8df9b	2564	
376420	pink_star_msp1	376185	Asteroidea	Biota > Echinoderms > Asteroidea > pink_star_msp1	True	pink_star_msp1	pink sea star	Odontaster validus	species	pink star morphotype 1		high	paper/Table S1	ff00f7	2564	
376469	skinny_white_star_msp12	376185	Asteroidea	Biota > Echinoderms > Asteroidea > skinny_white_star_msp12	True	skinny_white_star_msp12	skinny white star morphotype 12	Asteroidea	class	skinny_white_star_msp12		high	header only	ffffff	2564	
376470	skinny_yellow_star_msp10	376185	Asteroidea	Biota > Echinoderms > Asteroidea > skinny_yellow_star_msp10	True	skinny_yellow_star_msp10	skinny yellow star morphotype 10	Asteroidea	class	skinny_yellow_star_msp10		high	header only	f9f234	2564	
376476	small_yellow_star_msp6	376185	Asteroidea	Biota > Echinoderms > Asteroidea > small_yellow_star_msp6	True	small_yellow_star_msp6	small yellow star morphotype 6	Asteroidea	class	small_yellow_star_msp6		high	header only	fff94d	2564	
376500	sun_star_msp2	376185	Asteroidea	Biota > Echinoderms > Asteroidea > sun_star_msp2	True	sun_star_msp2	sun star morphotype 2	Asteroidea	class	sun_star_msp2		high	header only	fdb98b	2564	
376533	white_star_msp8	376185	Asteroidea	Biota > Echinoderms > Asteroidea > white_star_msp8	True	white_star_msp8	white star morphotype 8	Asteroidea	class	white_star_msp8		high	header only	ffffff	2564	
376540	yellow_star_msp5	376185	Asteroidea	Biota > Echinoderms > Asteroidea > yellow_star_msp5	True	yellow_star_msp5	yellow star morphotype 5	Asteroidea	class	yellow_star_msp5		high	header only	dbbe00	2564	
376493	Stalked crinoids	376267	Crinoids	Biota > Echinoderms > Crinoids > Stalked crinoids	True					Stalked crinoids		unmapped / descriptive	CATAMI label only	e7e61b	2564	
376266	crino_msp1	376520	Unstalked crinoids	Biota > Echinoderms > Crinoids > Unstalked crinoids > crino_msp1	True					crino_msp1		unmapped / descriptive	CATAMI label only	0f8bf5	2564	
376340	holoth_msp1	376196	Benthic	Biota > Echinoderms > Holothurians > Benthic > holoth_msp1	True					holoth_msp1		unmapped / descriptive	CATAMI label only	5900ff	2564	
376341	holoth_msp2	376196	Benthic	Biota > Echinoderms > Holothurians > Benthic > holoth_msp2	True					holoth_msp2		unmapped / descriptive	CATAMI label only	ffffff	2564	
376342	holoth_msp3	376196	Benthic	Biota > Echinoderms > Holothurians > Benthic > holoth_msp3	True					holoth_msp3		unmapped / descriptive	CATAMI label only	e82001	2564	
376343	holoth_msp4	376196	Benthic	Biota > Echinoderms > Holothurians > Benthic > holoth_msp4	True					holoth_msp4		unmapped / descriptive	CATAMI label only	e9c301	2564	
376413	Pelagic / swimming	376344	Holothurians	Biota > Echinoderms > Holothurians > Pelagic / swimming	True					Pelagic / swimming		unmapped / descriptive	CATAMI label only	f66f90	2564	
376193	Basket stars	376395	Ophiuroids	Biota > Echinoderms > Ophiuroids > Basket stars	True					Basket stars		unmapped / descriptive	CATAMI label only	ea35ed	2564	
376218	brittle_msp1	376217	Brittle / snake stars	Biota > Echinoderms > Ophiuroids > Brittle / snake stars > brittle_msp1	True	brittle_msp1	brittle star	Ophiuroidea	class	brittle star morphotype 1		high	table S1 describes brittle stars	62b9e6	2564	
376349	Irregular urchins	376524	Urchins	Biota > Echinoderms > Urchins > Irregular urchins	True					Irregular urchins		unmapped / descriptive	CATAMI label only	2409fd	2564	
376468	Skeleton	376441	Regular urchins	Biota > Echinoderms > Urchins > Regular urchins > Skeleton	True					Skeleton		unmapped / descriptive	CATAMI label only	ffffff	2564	
376523	urchin_msp1	376441	Regular urchins	Biota > Echinoderms > Urchins > Regular urchins > urchin_msp1	True	urchin_msp1	sea urchin	Sterechinus neumayeri	species	urchin morphotype 1		high	Table S1	700061	2564	
376205	Bony fishes	376310	Fishes	Biota > Fishes > Bony fishes	True					Bony fishes		unmapped / descriptive	CATAMI label only	fedc44	2564	
376288	Eels	376310	Fishes	Biota > Fishes > Eels	True					Eels		unmapped / descriptive	CATAMI label only	63eadd	2564	
376236	Chimaeras	376289	Elasmobranchs	Biota > Fishes > Elasmobranchs > Chimaeras	True					Chimaeras		unmapped / descriptive	CATAMI label only	ef1cc4	2564	
376428	Rays & skates	376289	Elasmobranchs	Biota > Fishes > Elasmobranchs > Rays & skates	True					Rays & skates		unmapped / descriptive	CATAMI label only	39b4fd	2564	
376459	Sharks	376289	Elasmobranchs	Biota > Fishes > Elasmobranchs > Sharks	True					Sharks		unmapped / descriptive	CATAMI label only	f56a18	2564	
376271	Ctenophores	376351	Jellies	Biota > Jellies > Ctenophores	True					Ctenophores		unmapped / descriptive	CATAMI label only	c406e6	2564	
376272	Cubozoa	376351	Jellies	Biota > Jellies > Cubozoa	True					Cubozoa		unmapped / descriptive	CATAMI label only	5bf8a6	2564	
376347	Hydromedusae	376351	Jellies	Biota > Jellies > Hydromedusae	True					Hydromedusae		unmapped / descriptive	CATAMI label only	0afefc	2564	
376425	Pyrosomes	376351	Jellies	Biota > Jellies > Pyrosomes	True					Pyrosomes		unmapped / descriptive	CATAMI label only	43b3f5	2564	
376453	Salps	376351	Jellies	Biota > Jellies > Salps	True					Salps		unmapped / descriptive	CATAMI label only	45e9ea	2564	
376456	Scyphozoa	376351	Jellies	Biota > Jellies > Scyphozoa	True					Scyphozoa		unmapped / descriptive	CATAMI label only	ec0dc0	2564	
376466	Siphonophores	376351	Jellies	Biota > Jellies > Siphonophores	True					Siphonophores		unmapped / descriptive	CATAMI label only	8fe60e	2564	
376326	Green	376178	Articulated calcareous	Biota > Macroalgae > Articulated calcareous > Green	True					Green		unmapped / descriptive	CATAMI label only	53f95e	2564	
376434	Red	376178	Articulated calcareous	Biota > Macroalgae > Articulated calcareous > Red	True					Red		unmapped / descriptive	CATAMI label only	f748ca	2564	
376222	Brown	376295	Encrusting	Biota > Macroalgae > Encrusting > Brown	True					Brown		unmapped / descriptive	CATAMI label only	9a5718	2564	
376419	pink_encr_algae	376233	Calcareous	Biota > Macroalgae > Encrusting > Red > Calcareous > pink_encr_algae	True	pink_encr_algae_msp1	pink encrusting coralline alga	Leptophytum	genus	probably Leptophytum coulmanicum	cf.	medium	Table S1 probable identification	f047d0	2564	
376389	Non-calcareous	376436	Red	Biota > Macroalgae > Encrusting > Red > Non-calcareous	True					Non-calcareous		unmapped / descriptive	CATAMI label only	f047d0	2564	
